treatment;number;date;Cylindrospermium;Chlamydomonas terricola;Ankistrodesmus sp.;Phacus smulkowskia;Cryptomonas sp.;Oocystis sp.;Tetraedron sp.;Nitzschia sp.;Fragilaria capucina;Coccoid Cyanobacterium;Eudorina elegans;Gymnodinium sp;Peridinium cinctum;Closterium navicula;Staurastrum hirsutum;Tetmemorus laevis;Stichococcus sp.;Microthamnion sp.;Cosmarium biretum;all
LSP;3;03.05.2006;0;3340281.884;64016.63268;0;0;0;0;0;0;1784371.318;0;0;0;0;0;0;0;0;0;5188669.835
LSP;4;03.05.2006;0;31437.80931;31991.60577;0;0;0;0;0;0;1326286.746;0;0;0;0;0;0;0;0;0;1389716.161
LSP;5;03.05.2006;0;0;0;0;0;0;0;0;0;1615659.903;0;0;0;0;0;0;0;0;0;1615659.903
LSP;6;03.05.2006;0;49877.51229;706846.9556;0;0;0;0;0;0;1489374.447;0;0;0;0;0;0;0;0;0;2246098.915
LSP;7;03.05.2006;0;516208.0398;34519.87132;0;0;0;0;0;0;2649084.985;0;0;0;0;0;0;0;0;0;3199812.896
LSP;8;03.05.2006;0;4153861.571;556275.678;0;0;0;0;0;0;3453621.906;0;0;0;0;0;0;0;0;0;8163759.155
LVA;1;03.05.2006;0;0;0;0;0;0;0;0;0;1586107.838;0;0;0;0;0;0;0;0;0;1586107.838
LVA;2;03.05.2006;0;0;0;0;0;0;0;0;0;2280996.794;0;0;0;0;0;0;0;0;0;2280996.794
LVA;3;03.05.2006;0;0;168364.0679;0;0;0;0;0;0;3187405.217;0;0;0;0;0;0;0;0;0;3355769.285
LVA;4;03.05.2006;0;0;0;0;0;0;0;0;0;2878018.255;0;0;0;0;0;0;0;0;0;2878018.255
LVA;5;03.05.2006;0;0;0;0;0;0;0;0;0;2931981.097;0;0;0;0;0;0;0;0;0;2931981.097
LVA;6;03.05.2006;0;0;0;0;0;0;0;0;0;3059787.829;0;0;0;0;0;0;0;0;0;3059787.829
LVA;7;03.05.2006;0;0;0;0;0;0;0;0;0;2619650.707;0;0;0;0;0;0;0;0;0;2619650.707
LVA;8;03.05.2006;0;0;0;0;0;0;0;0;0;1675417.77;0;0;0;0;0;0;0;0;0;1675417.77
LVP;1;03.05.2006;0;389044.5959;88915.51513;0;0;0;0;0;0;3487480.944;0;0;0;0;0;0;0;0;0;3965441.055
LVP;2;03.05.2006;0;69163.48371;178700.856;0;0;0;0;0;0;1123797.604;0;0;0;0;0;0;0;0;0;1371661.944
LVP;3;03.05.2006;0;0;0;0;0;0;0;0;0;2671978.312;0;0;0;0;0;0;0;0;0;2671978.312
LVP;4;03.05.2006;0;0;0;0;0;0;0;0;0;4850659.934;0;0;0;0;0;0;0;0;0;4850659.934
LVP;5;03.05.2006;0;0;0;0;0;0;0;0;0;3377674.202;0;0;0;0;0;0;0;0;0;3377674.202
LVP;6;03.05.2006;0;0;0;0;0;0;0;0;0;4650877.5;0;0;0;0;0;0;0;0;0;4650877.5
LVP;7;03.05.2006;0;0;0;0;0;0;0;0;0;3119149.514;0;0;0;0;0;0;0;0;0;3119149.514
LVP;8;03.05.2006;0;0;0;0;0;0;0;0;0;6036643.29;0;0;0;0;0;0;0;0;0;6036643.29
HSA;1;03.05.2006;0;0;0;0;0;0;0;0;0;5317792.821;0;0;0;0;0;0;0;0;0;5317792.821
HSA;2;03.05.2006;0;0;0;0;0;0;0;0;0;3974642.452;0;0;0;0;0;0;0;0;0;3974642.452
HSA;3;03.05.2006;0;0;0;0;0;0;0;0;0;4771754.267;0;0;0;0;0;0;0;0;0;4771754.267
HSA;4;03.05.2006;0;0;0;0;0;0;0;0;0;3297386.629;0;0;0;0;0;0;0;0;0;3297386.629
HSA;5;03.05.2006;0;0;0;0;0;0;0;0;0;4188544.425;0;0;0;0;0;0;0;0;0;4188544.425
HSA;6;03.05.2006;0;0;0;0;0;0;0;0;0;5461693.734;0;0;0;0;0;0;0;0;0;5461693.734
HSA;7;03.05.2006;0;0;0;0;0;0;0;0;0;5042788.508;0;0;0;0;0;0;0;0;0;5042788.508
HSA;8;03.05.2006;0;0;0;0;0;0;0;0;0;3273745.765;0;0;0;0;0;0;0;0;0;3273745.765
HSP;1;03.05.2006;0;8012466.082;1157696.575;0;0;0;0;0;0;3194600.263;0;0;0;0;0;0;0;0;0;12364762.92
HSP;2;03.05.2006;0;16821547.29;1907725.638;0;0;0;0;0;0;113663.832;0;0;0;0;0;0;0;0;0;18842936.76
HSP;3;03.05.2006;0;44291230.92;2248412.678;0;0;0;0;0;0;69673.7432;0;0;0;0;0;0;0;0;0;46609317.34
HSP;4;03.05.2006;0;22045860.43;517656.4983;0;0;0;0;0;0;2025.260165;0;0;0;0;0;0;0;0;0;22565542.19
HSP;5;03.05.2006;0;28529937.03;188901.5391;0;0;0;0;0;0;6458.172276;0;0;0;0;0;0;0;0;0;28725296.74
HSP;6;03.05.2006;0;3818967.949;368680.2741;0;0;0;0;0;0;41673.00929;0;0;0;0;0;0;0;0;0;4229321.232
HSP;7;03.05.2006;0;28734697.34;1778988.529;0;0;0;0;0;0;42686.25272;0;0;0;0;0;0;0;0;0;30556372.13
HSP;8;03.05.2006;0;20885551.99;4257906.972;0;0;0;0;0;0;222467.0397;0;0;0;0;0;0;0;0;0;25365926
HVA;1;03.05.2006;0;0;0;0;0;0;0;0;0;2867488.92;0;0;0;0;0;0;0;0;0;2867488.92
HVA;2;03.05.2006;0;0;0;0;0;0;0;0;0;4274390.075;0;0;0;0;0;0;0;0;0;4274390.075
HVA;3;03.05.2006;0;0;0;0;0;0;0;0;0;4626967.81;0;0;0;0;0;0;0;0;0;4626967.81
HVA;4;03.05.2006;0;0;0;0;0;0;0;0;0;7209435.729;0;0;0;0;0;0;0;0;0;7209435.729
HVA;5;03.05.2006;0;0;0;0;0;0;0;0;0;4438789.693;0;0;0;0;0;0;0;0;0;4438789.693
HVA;6;03.05.2006;0;0;0;0;0;0;0;0;0;3527752.679;0;0;0;0;0;0;0;0;0;3527752.679
HVA;7;03.05.2006;0;0;0;0;0;0;0;0;0;4424953.067;0;0;0;0;0;0;0;0;0;4424953.067
HVA;8;03.05.2006;0;0;0;0;0;0;0;0;0;5054519.56;0;0;0;0;0;0;0;0;0;5054519.56
HVP;1;03.05.2006;0;0;0;0;0;0;0;0;0;3957275.101;0;0;0;0;0;0;0;0;0;3957275.101
HVP;2;03.05.2006;0;7588771.13;1257011.476;0;0;0;0;0;0;2112259.826;0;0;0;0;0;0;0;0;0;10958042.43
HVP;3;03.05.2006;0;20409403.01;227581.378;0;0;0;0;0;0;10712.36512;0;0;0;0;0;0;0;0;0;20647696.75
HVP;4;03.05.2006;0;31255447.19;417931.3147;0;0;0;0;0;0;3411.520383;0;0;0;0;0;0;0;0;0;31676790.03
HVP;5;03.05.2006;0;23076662.35;358751.4699;0;0;0;0;0;0;1214.35718;0;0;0;0;0;0;0;0;0;23436628.18
HVP;6;03.05.2006;0;2058694.32;12121.18209;0;0;0;0;0;0;245550.0681;0;0;0;0;0;0;0;0;0;2316365.57
HVP;7;03.05.2006;0;24399340.09;153919.7726;0;0;0;0;0;0;730.8631176;0;0;0;0;0;0;0;0;0;24553990.72
HVP;8;03.05.2006;0;13096008.23;177549.7095;0;0;0;0;0;0;333.5206339;0;0;0;0;0;0;0;0;0;13273891.46
LSA;1;24.05.2006;0;30284451.88;4074.346921;0;0;0;0;0;0;4178.817355;0;0;0;0;0;0;0;0;0;30292705.04
LSA;2;24.05.2006;0;18974455.73;0;0;0;0;0;0;23549725.2;10905.24704;0;0;0;0;0;0;0;0;0;42535086.18
LSA;3;24.05.2006;0;17363674.6;0;0;0;0;0;0;3203525.372;1121.682553;0;0;0;0;0;0;0;0;0;20568321.65
LSA;4;24.05.2006;0;691634.8371;0;0;0;0;0;0;32406032.12;1810937.64;0;0;0;0;0;0;0;0;0;34908604.59
LSA;5;24.05.2006;0;33589642.7;0;0;0;0;0;0;475152.0848;1164.588443;0;0;0;0;0;0;0;0;0;34065959.38
LSA;6;24.05.2006;0;6407793.344;5432.462561;0;0;0;0;0;24189084.26;0;0;0;0;0;0;0;0;0;0;30602310.06
LSA;7;24.05.2006;0;17298197.57;0;0;0;0;0;0;30703.68345;1204.066017;0;0;0;0;0;0;0;0;0;17330105.32
LSA;8;24.05.2006;0;8739407.589;6022.947622;0;0;0;0;0;25794431.45;463803.7111;0;0;0;0;0;0;0;0;0;35003665.7
LSP;1;24.05.2006;0;21841100.12;3557977.059;0;0;0;0;0;0;1554129.858;0;0;0;0;0;0;0;0;0;26953207.04
LSP;2;24.05.2006;0;14553149.7;50023.92608;0;0;0;0;0;0;3341698.974;0;0;0;0;0;0;0;0;0;17944872.6
LSP;3;24.05.2006;0;2140526.491;107651.118;0;0;0;0;0;0;3479016.185;0;0;0;0;0;0;0;0;0;5727193.794
LSP;4;24.05.2006;0;0;0;0;0;0;0;0;0;4132011.923;0;0;0;0;0;0;0;0;0;4132011.923
LSP;5;24.05.2006;0;0;0;0;0;0;0;0;0;4121733.287;0;0;0;0;0;0;0;0;0;4121733.287
LSP;6;24.05.2006;0;0;251471.6284;0;0;0;0;0;0;6547491.53;0;0;0;0;0;0;0;0;0;6798963.159
LSP;7;24.05.2006;0;0;0;0;0;0;0;0;0;4048412.345;0;0;0;0;0;0;0;0;0;4048412.345
LSP;8;24.05.2006;0;1359564.448;304984.5816;0;0;0;0;0;0;2935578.62;0;0;0;0;0;0;0;0;0;4600127.65
LVA;1;24.05.2006;0;0;134691.2543;0;0;0;0;0;0;4639365.427;0;0;0;0;0;0;0;0;0;4774056.681
LVA;2;24.05.2006;0;0;0;0;0;0;0;0;0;4365899.391;0;0;0;0;0;0;0;0;0;4365899.391
LVA;3;24.05.2006;0;0;0;0;0;0;0;0;0;2227696.822;0;0;0;0;0;0;0;0;0;2227696.822
LVA;4;24.05.2006;0;0;0;0;0;0;0;0;0;5646397.719;0;0;0;0;0;0;0;0;0;5646397.719
LVA;5;24.05.2006;0;0;0;0;0;0;0;0;0;4078846.561;0;0;0;0;0;0;0;0;0;4078846.561
LVA;6;24.05.2006;0;0;0;0;0;0;0;0;0;3750417.539;0;0;0;0;0;0;0;0;0;3750417.539
LVA;7;24.05.2006;0;0;0;0;0;0;0;0;0;5111610.683;0;0;0;0;0;0;0;0;0;5111610.683
LVA;8;24.05.2006;0;0;0;0;0;0;0;0;0;4631477.525;0;0;0;0;0;0;0;0;0;4631477.525
LVP;1;24.05.2006;0;0;0;0;0;0;0;0;0;3336945.49;0;0;0;0;0;0;0;0;0;3336945.49
LVP;2;24.05.2006;0;0;100060.843;0;0;0;0;0;0;6932638.091;0;0;0;0;0;0;0;0;0;7032698.934
LVP;3;24.05.2006;0;0;0;0;0;0;0;0;0;3866137.856;0;0;0;0;0;0;0;0;0;3866137.856
LVP;4;24.05.2006;0;0;0;0;0;0;0;0;0;8531268.399;0;0;0;0;0;0;0;0;0;8531268.399
LVP;5;24.05.2006;0;0;0;0;0;0;0;0;0;4892631.034;0;0;0;0;0;0;0;0;0;4892631.034
LVP;6;24.05.2006;0;0;0;0;0;0;0;0;0;1509780.068;0;0;0;0;0;0;0;0;0;1509780.068
LVP;7;24.05.2006;0;0;129510.8215;0;0;0;0;0;0;4438789.693;0;0;0;0;0;0;0;0;0;4568300.515
LVP;8;24.05.2006;0;0;0;0;0;0;0;0;0;623052.0601;0;0;0;0;0;0;0;0;0;623052.0601
HSA;1;24.05.2006;0;0;0;0;0;0;0;0;0;7458863.978;0;0;0;0;0;0;0;0;0;7458863.978
HSA;2;24.05.2006;0;0;0;0;0;0;0;0;0;7383915.586;0;0;0;0;0;0;0;0;0;7383915.586
HSA;3;24.05.2006;0;0;0;0;0;0;0;0;0;2888810.823;0;0;0;0;0;0;0;0;0;2888810.823
HSA;4;24.05.2006;0;0;0;0;0;0;0;0;0;4804076.626;0;0;0;0;0;0;0;0;0;4804076.626
HSA;5;24.05.2006;0;0;0;0;0;0;0;0;0;6302859.978;0;0;0;0;0;0;0;0;0;6302859.978
HSA;6;24.05.2006;0;0;0;0;0;0;0;0;0;2540163.938;0;0;0;0;0;0;0;0;0;2540163.938
HSA;7;24.05.2006;0;0;0;0;0;0;0;0;0;7019166.744;0;0;0;0;0;0;0;0;0;7019166.744
HSA;8;24.05.2006;0;0;0;0;0;0;0;0;0;5666954.993;0;0;0;0;0;0;0;0;0;5666954.993
HSP;1;24.05.2006;0;4391488.241;793386.4641;0;0;0;0;0;0;8317472.757;0;0;0;0;0;0;0;0;0;13502347.46
HSP;2;24.05.2006;0;26282123.81;4617593.177;0;0;0;0;0;0;1170394.09;0;0;0;0;0;0;0;0;0;32070111.08
HSP;3;24.05.2006;0;19841274.39;1322940.445;0;0;0;0;0;0;863405.4765;0;0;0;0;0;0;0;0;0;22027620.31
HSP;4;24.05.2006;0;26858486.17;1760842.198;0;0;0;0;0;0;14734.20045;0;0;0;0;0;0;0;0;0;28634062.57
HSP;5;24.05.2006;0;20586943.2;935062.6183;0;0;0;0;0;0;163169.7589;0;0;0;0;0;0;0;0;0;21685175.58
HSP;6;24.05.2006;0;5970753.867;539681.2026;0;0;0;0;0;0;903254.96;0;0;0;0;0;0;0;0;0;7413690.03
HSP;7;24.05.2006;0;31522497.28;6201409.835;0;0;0;0;0;0;564811.0825;0;0;0;0;0;0;0;0;0;38288718.2
HSP;8;24.05.2006;0;27377212.3;9419890.081;0;0;0;0;0;0;2000222.687;0;0;0;0;0;0;0;0;0;38797325.07
HVA;1;24.05.2006;0;0;0;0;0;0;0;0;0;6096854.461;0;0;0;0;0;0;0;0;0;6096854.461
HVA;2;24.05.2006;0;0;0;0;0;0;0;0;0;9320351.426;0;0;0;0;0;0;0;0;0;9320351.426
HVA;3;24.05.2006;0;0;0;0;0;0;0;0;0;6058228.427;0;0;0;0;0;0;0;0;0;6058228.427
HVA;4;24.05.2006;0;0;0;0;0;0;0;0;0;3165820.081;0;0;0;0;0;0;0;0;0;3165820.081
HVA;5;24.05.2006;0;0;0;0;0;0;0;0;0;2946371.189;0;0;0;0;0;0;0;0;0;2946371.189
HVA;6;24.05.2006;0;0;0;0;0;0;0;0;0;3073312.351;0;0;0;0;0;0;0;0;0;3073312.351
HVA;7;24.05.2006;0;0;0;0;0;0;0;0;0;4639365.427;0;0;0;0;0;0;0;0;0;4639365.427
HVA;8;24.05.2006;0;0;0;0;0;0;0;0;0;5245842.365;0;0;0;0;0;0;0;0;0;5245842.365
HVP;1;24.05.2006;0;0;0;0;0;0;0;0;0;5954756.818;0;0;0;0;0;0;0;0;0;5954756.818
HVP;2;24.05.2006;0;2553105.16;807357.307;0;0;0;0;0;0;6374810.435;0;0;0;0;0;0;0;0;0;9735272.902
HVP;3;24.05.2006;0;19810923.39;247581.5916;0;0;0;0;0;0;514205.9282;0;0;0;0;0;0;0;0;0;20572710.91
HVP;4;24.05.2006;0;19628340.52;680667.4387;0;0;0;0;0;0;1023.208365;0;0;0;0;0;0;0;0;0;20310031.16
HVP;5;24.05.2006;0;27539641.7;836204.1462;0;0;0;0;0;0;14853.79623;0;0;0;0;0;0;0;0;0;28390699.64
HVP;6;24.05.2006;0;2567165.02;9188.068056;0;0;0;0;0;0;3849349.416;0;0;0;0;0;0;0;0;0;6425702.505
HVP;7;24.05.2006;0;25082306.06;364902.4852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25447208.54
HVP;8;24.05.2006;0;20785067.76;738814.9083;0;0;0;0;0;0;6248.879656;0;0;0;0;0;0;0;0;0;21530131.55
LSA;1;14.06.2006;0;42049926.53;0;0;0;0;0;0;0;11588.06798;0;0;0;0;0;0;0;0;0;42061514.6
LSA;2;14.06.2006;0;34732097.26;0;0;0;0;0;0;4450031.685;18789.53745;0;0;0;0;0;0;0;0;0;39200918.48
LSA;3;14.06.2006;0;36971025.84;10074.74875;0;0;0;0;0;428176.8219;645.8172276;0;0;0;0;0;0;0;0;0;37409923.23
LSA;4;14.06.2006;0;256661.3653;0;0;0;0;0;0;3641904.619;3981258.586;0;0;0;0;0;0;0;0;0;7879824.57
LSA;5;14.06.2006;0;51619575.65;0;0;0;0;0;0;0;2599.02055;0;0;0;0;0;0;0;0;0;51622174.67
LSA;6;14.06.2006;0;29376836.83;5654.195727;0;0;0;0;0;9612132.736;483.264592;0;0;0;0;0;0;0;0;0;38995107.03
LSA;7;14.06.2006;0;24167921.87;0;0;0;0;0;0;0;2152.724092;0;0;0;0;0;0;0;0;0;24170074.59
LSA;8;14.06.2006;0;13082578.08;16297.38768;0;0;0;0;0;1864797.245;2993138.985;0;0;0;0;0;0;0;0;0;17956811.69
LSP;1;14.06.2006;0;36310828.95;4155833.859;0;0;0;0;0;0;2027125.901;0;0;0;0;0;0;0;0;0;42493788.71
LSP;2;14.06.2006;0;2209389.063;20522.63634;0;0;0;0;0;0;2749353.909;0;0;0;0;0;0;0;0;0;4979265.609
LSP;3;14.06.2006;0;262610.8885;6053.882255;0;0;0;0;0;0;2431489.362;0;0;0;0;0;0;0;0;0;2700154.133
LSP;4;14.06.2006;0;0;0;0;0;0;0;0;0;4714193.902;0;0;0;0;0;0;0;0;0;4714193.902
LSP;5;14.06.2006;0;0;0;0;0;0;0;0;0;4203962.38;0;0;0;0;0;0;0;0;0;4203962.38
LSP;6;14.06.2006;0;0;187071.1866;0;0;0;0;0;0;6475541.074;0;0;0;0;0;0;0;0;0;6662612.26
LSP;7;14.06.2006;0;0;0;0;0;0;0;0;0;2828881.358;0;0;0;0;0;0;0;0;0;2828881.358
LSP;8;14.06.2006;0;154596.5112;19962.26295;0;0;0;0;0;0;1788799.039;0;0;0;0;0;0;0;0;0;1963357.813
LVA;1;14.06.2006;0;0;0;0;0;0;0;0;0;4311697.719;0;0;0;0;0;0;0;0;0;4311697.719
LVA;2;14.06.2006;0;0;0;0;0;0;0;0;0;6263476.571;0;0;0;0;0;0;0;0;0;6263476.571
LVA;3;14.06.2006;0;0;0;0;0;0;0;0;0;3188541.277;0;0;0;0;0;0;0;0;0;3188541.277
LVA;4;14.06.2006;0;0;0;0;0;0;0;0;0;5428988.981;0;0;0;0;0;0;0;0;0;5428988.981
LVA;5;14.06.2006;0;0;0;0;0;0;0;0;0;4438789.693;0;0;0;0;0;0;0;0;0;4438789.693
LVA;6;14.06.2006;0;0;0;0;0;0;0;0;0;5979082.925;0;0;0;0;0;0;0;0;0;5979082.925
LVA;7;14.06.2006;0;0;0;0;0;0;0;0;0;5957497.788;0;0;0;0;0;0;0;0;0;5957497.788
LVA;8;14.06.2006;0;0;0;0;0;0;0;0;0;2176828.353;0;0;0;0;0;0;0;0;0;2176828.353
LVP;1;14.06.2006;0;0;0;0;0;0;0;0;0;3649850.423;0;0;0;0;0;0;0;0;0;3649850.423
LVP;2;14.06.2006;0;0;0;0;0;0;0;0;0;8877579.387;0;0;0;0;0;0;0;0;0;8877579.387
LVP;3;14.06.2006;0;0;0;0;0;0;0;0;0;4921411.216;0;0;0;0;0;0;0;0;0;4921411.216
LVP;4;14.06.2006;0;0;0;0;0;0;0;0;0;5690627.004;0;0;0;0;0;0;0;0;0;5690627.004
LVP;5;14.06.2006;0;0;0;0;0;0;0;0;0;2137195.038;0;0;0;0;0;0;0;0;0;2137195.038
LVP;6;14.06.2006;0;0;0;0;0;0;0;0;0;11276598.8;0;0;0;0;0;0;0;0;0;11276598.8
LVP;7;14.06.2006;0;0;0;0;0;0;0;0;0;6413869.254;0;0;0;0;0;0;0;0;0;6413869.254
LVP;8;14.06.2006;0;0;0;0;0;0;0;0;0;4265634.199;0;0;0;0;0;0;0;0;0;4265634.199
HSA;1;14.06.2006;0;0;0;0;0;0;0;0;0;5957497.788;0;0;0;0;0;0;0;0;0;5957497.788
HSA;2;14.06.2006;0;0;0;0;0;0;0;0;0;6104428.194;0;0;0;0;0;0;0;0;0;6104428.194
HSA;3;14.06.2006;0;0;0;0;0;0;0;0;0;4994560.847;0;0;0;0;0;0;0;0;0;4994560.847
HSA;4;14.06.2006;0;0;0;0;0;0;0;0;0;8603218.855;0;0;0;0;0;0;0;0;0;8603218.855
HSA;5;14.06.2006;0;0;0;0;0;0;0;0;0;5653250.144;0;0;0;0;0;0;0;0;0;5653250.144
HSA;6;14.06.2006;0;0;0;0;0;0;0;0;0;7693902.135;0;0;0;0;0;0;0;0;0;7693902.135
HSA;7;14.06.2006;0;0;0;0;0;0;0;0;0;7419890.814;0;0;0;0;0;0;0;0;0;7419890.814
HSA;8;14.06.2006;0;0;0;0;0;0;0;0;0;8490153.852;0;0;0;0;0;0;0;0;0;8490153.852
HSP;1;14.06.2006;0;846681.0764;138527.7953;0;0;0;0;0;0;10857977.96;0;0;0;0;0;0;0;0;0;11843186.83
HSP;2;14.06.2006;0;31469385.09;4709945.041;0;0;0;0;0;0;1714019.761;0;0;0;0;0;0;0;0;0;37893349.89
HSP;3;14.06.2006;0;8058780.915;158317.4804;0;0;0;0;0;0;2404344.417;0;0;0;0;0;0;0;0;0;10621442.81
HSP;4;14.06.2006;0;53385563.99;3266947.173;0;0;0;0;0;0;35519.94752;0;0;0;0;0;0;0;0;0;56688031.11
HSP;5;14.06.2006;0;52887511.73;1108222.362;0;0;0;0;0;0;141565.0082;0;0;0;0;0;0;0;0;0;54137299.1
HSP;6;14.06.2006;0;2145920.588;432074.7901;0;0;0;0;0;0;3538269.502;0;0;0;0;0;0;0;0;0;6116264.88
HSP;7;14.06.2006;0;41087944.73;4110405.52;0;0;0;0;0;0;437657.2588;0;0;0;0;0;0;0;0;0;45636007.51
HSP;8;14.06.2006;0;17556884.33;6713270.08;0;0;0;0;0;0;2571029.641;0;0;0;0;0;0;0;0;0;26841184.05
HVA;1;14.06.2006;0;0;0;0;0;0;0;0;0;5298169.969;0;0;0;0;0;0;0;0;0;5298169.969
HVA;2;14.06.2006;0;0;0;0;0;0;0;0;0;10073063.89;0;0;0;0;0;0;0;0;0;10073063.89
HVA;3;14.06.2006;0;0;0;0;0;0;0;0;0;8921856.591;0;0;0;0;0;0;0;0;0;8921856.591
HVA;4;14.06.2006;0;0;0;0;0;0;0;0;0;7186580.878;0;0;0;0;0;0;0;0;0;7186580.878
HVA;5;14.06.2006;0;0;0;0;0;0;0;0;0;6074133.265;0;0;0;0;0;0;0;0;0;6074133.265
HVA;6;14.06.2006;0;0;0;0;0;0;0;0;0;7972110.566;0;0;0;0;0;0;0;0;0;7972110.566
HVA;7;14.06.2006;0;0;0;0;0;0;0;0;0;8500432.489;0;0;0;0;0;0;0;0;0;8500432.489
HVA;8;14.06.2006;0;0;0;0;0;0;0;0;0;6216519.431;0;0;0;0;0;0;0;0;0;6216519.431
HVP;1;14.06.2006;0;0;0;0;0;0;0;0;0;6411585.113;0;0;0;0;0;0;0;0;0;6411585.113
HVP;2;14.06.2006;0;985078.04;105227.5424;0;0;0;0;0;0;3655982.565;0;0;0;0;0;0;0;0;0;4746288.147
HVP;3;14.06.2006;0;12481847.45;2473.710631;0;0;0;0;0;0;2198257.753;0;0;0;0;0;0;0;0;0;14682578.91
HVP;4;14.06.2006;0;48255180.58;729093.6595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48984274.24
HVP;5;14.06.2006;0;36454919.54;600287.113;0;0;0;0;0;0;657.7768058;0;0;0;0;0;0;0;0;0;37055864.43
HVP;6;14.06.2006;0;630656.5437;167.9992426;0;0;0;0;0;0;2649084.985;0;0;0;0;0;0;0;0;0;3279909.528
HVP;7;14.06.2006;0;37657521.78;362303.4647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38019825.25
HVP;8;14.06.2006;0;33619325.46;548883.7173;0;0;0;0;0;0;11616.58661;0;0;0;0;0;0;0;0;0;34179825.76
LSA;1;12.07.2006;0;61775566.13;0;0;0;0;0;0;0;8610.896367;0;0;0;0;0;0;0;0;0;61784177.03
LSA;2;12.07.2006;0;50164612.12;0;0;0;0;0;0;265100.0961;3754.140794;0;0;0;0;0;0;0;0;0;50433466.36
LSA;3;12.07.2006;0;39393823.86;0;0;0;0;0;0;205077.4328;0;0;0;0;0;0;0;0;0;0;39598901.29
LSA;4;12.07.2006;0;0;0;0;0;0;0;0;0;8442186.881;0;0;0;0;0;0;0;0;0;8442186.881
LSA;5;12.07.2006;0;52709267.83;0;0;0;0;0;0;0;70276.02519;0;0;0;0;0;0;0;0;0;52779543.85
LSA;6;12.07.2006;0;44202088.13;11789.5996;0;0;0;0;0;231257.5306;2015.316171;0;0;0;0;0;0;0;0;0;44447150.57
LSA;7;12.07.2006;0;47156920.71;0;0;0;0;0;0;0;538.181023;0;0;0;0;0;0;0;0;0;47157458.89
LSA;8;12.07.2006;0;1447643.43;0;0;0;0;0;0;0;9305592.358;0;0;0;0;0;0;0;0;0;10753235.79
LSP;1;12.07.2006;0;21959406.08;1376042.767;0;0;0;0;0;0;3192681.584;0;0;0;0;0;0;0;0;0;26528130.43
LSP;2;12.07.2006;0;988941.0911;0;0;0;0;0;0;0;1814844.453;0;0;0;0;0;0;0;0;0;2803785.544
LSP;3;12.07.2006;0;0;0;0;0;0;0;0;0;1793226.759;0;0;0;0;0;0;0;0;0;1793226.759
LSP;4;12.07.2006;0;0;0;0;0;0;0;0;0;2054654.772;0;0;0;0;0;0;0;0;0;2054654.772
LSP;5;12.07.2006;0;0;0;0;0;0;0;0;0;2935578.62;0;0;0;0;0;0;0;0;0;2935578.62
LSP;6;12.07.2006;0;0;0;0;0;0;0;0;0;6783900.173;0;0;0;0;0;0;0;0;0;6783900.173
LSP;7;12.07.2006;0;0;0;0;0;0;0;0;0;6538857.475;0;0;0;0;0;0;0;0;0;6538857.475
LSP;8;12.07.2006;0;0;0;0;0;0;0;0;0;4877483.569;0;0;0;0;0;0;0;0;0;4877483.569
LVA;1;12.07.2006;0;0;0;0;0;0;0;0;0;9221170.489;0;0;0;0;0;0;0;0;0;9221170.489
LVA;2;12.07.2006;0;0;0;0;0;0;0;0;0;3870934.553;0;0;0;0;0;0;0;0;0;3870934.553
LVA;3;12.07.2006;0;0;0;0;0;0;0;0;0;5784816.693;0;0;0;0;0;0;0;0;0;5784816.693
LVA;4;12.07.2006;0;0;0;0;0;0;0;0;0;6065423.472;0;0;0;0;0;0;0;0;0;6065423.472
LVA;5;12.07.2006;0;0;0;0;0;0;0;0;0;8707313.412;0;0;0;0;0;0;0;0;0;8707313.412
LVA;6;12.07.2006;0;0;0;0;0;0;0;0;0;7856989.836;0;0;0;0;0;0;0;0;0;7856989.836
LVA;7;12.07.2006;0;0;0;0;0;0;0;0;0;7243750.562;0;0;0;0;0;0;0;0;0;7243750.562
LVA;8;12.07.2006;0;0;0;0;0;0;0;0;0;8393347.784;0;0;0;0;0;0;0;0;0;8393347.784
LVP;1;12.07.2006;0;0;0;0;0;0;0;0;0;11771094.66;0;0;0;0;0;0;0;0;0;11771094.66
LVP;2;12.07.2006;0;0;0;0;0;0;0;0;0;8937554.872;0;0;0;0;0;0;0;0;0;8937554.872
LVP;3;12.07.2006;0;0;0;0;0;0;0;0;0;9980967.308;0;0;0;0;0;0;0;0;0;9980967.308
LVP;4;12.07.2006;0;0;0;0;0;0;0;0;0;5634143.972;0;0;0;0;0;0;0;0;0;5634143.972
LVP;5;12.07.2006;0;0;0;0;0;0;0;0;0;4571937.571;0;0;0;0;0;0;0;0;0;4571937.571
LVP;6;12.07.2006;0;0;0;0;0;0;0;0;0;10165160.48;0;0;0;0;0;0;0;0;0;10165160.48
LVP;7;12.07.2006;0;0;0;0;0;0;0;0;0;15522111.79;0;0;0;0;0;0;0;0;0;15522111.79
LVP;8;12.07.2006;0;0;0;0;0;0;0;0;0;3470676.829;0;0;0;0;0;0;0;0;0;3470676.829
HSA;1;12.07.2006;0;0;0;0;0;0;0;0;0;7518269.226;0;0;0;0;0;0;0;0;0;7518269.226
